Name,Gender,Date_of_Birth,Domicile_State,Reservation_Category,10th_Marks,12th_Marks,Exam_Marks,Home_Guard_Status,Marital_Status,FIR_Registered
Student_333,Female,1995-02-23,State_C,General,6.14,4.78,1.51,Yes,Single,No
Student_334,Male,1995-02-23,State_C,General,11.49,7.89,6.93,No,Single,No
Student_335,Female,1995-02-23,State_C,OBC,10.16,9.76,11.14,No,Married,No
Student_336,Male,1995-02-23,State_D,General,11.22,8.77,8.09,No,Single,No
Student_337,Female,1995-02-23,State_D,OBC,7.61,5.58,6.93,Yes,Single,No
Student_338,Male,1995-02-24,State_D,OBC,12.83,10.87,7.13,No,Married,No
Student_339,Male,1995-02-24,State_B,General,5.69,5.04,2.19,No,Single,No
Student_340,Male,1995-02-24,State_A,General,12.11,12.03,13.1,Yes,Single,No
Student_341,Male,1995-02-24,State_A,ST,8.55,8.77,8.66,No,Married,No
Student_342,Male,1995-02-24,State_D,General,7.02,2.69,0.0,No,Single,No
Student_343,Male,1995-02-24,State_C,OBC,11.22,10.0,10.43,No,Divorced,No
Student_344,Male,1995-02-25,State_A,General,12.91,15.99,14.41,Yes,Single,No
Student_345,Female,1995-02-25,State_B,General,10.38,9.79,7.76,No,Single,No
Student_346,Female,1995-02-25,State_D,General,3.89,6.25,3.94,No,Single,No
Student_347,Male,1995-02-25,State_C,General,12.39,8.4,9.19,No,Single,Yes
Student_348,Female,1995-02-25,State_D,General,13.73,12.53,11.36,Yes,Married,No
Student_349,Male,1995-02-25,State_A,OBC,12.91,10.81,10.62,No,Single,No
Student_350,Female,1995-02-26,State_C,OBC,18.24,15.28,16.62,No,Divorced,No
Student_351,Male,1995-02-26,State_B,OBC,13.54,12.56,13.04,No,Single,No
Student_352,Male,1995-02-26,State_A,General,9.09,10.34,9.49,No,Married,Yes
Student_353,Other,1995-02-26,State_D,SC,12.81,10.41,9.62,Yes,Single,No
Student_354,Male,1995-02-26,State_A,SC,11.83,14.85,9.91,No,Single,Yes
Student_355,Male,1995-02-26,State_D,General,4.95,6.7,6.88,No,Single,No
Student_356,Male,1995-02-27,State_A,ST,13.02,13.54,17.26,Yes,Single,Yes
Student_357,Male,1995-02-27,State_D,General,12.76,12.49,12.13,Yes,Married,No
Student_358,Female,1995-02-27,State_B,General,9.03,10.21,7.6,No,Single,No
Student_359,Female,1995-02-27,State_C,SC,6.58,8.52,5.73,No,Single,No
Student_360,Male,1995-02-27,State_D,SC,14.6,11.61,11.23,No,Single,No
Student_361,Male,1995-02-27,State_D,General,11.34,12.25,12.16,No,Single,No
Student_362,Female,1995-02-28,State_C,OBC,5.38,2.79,1.02,Yes,Single,No
Student_363,Male,1995-02-28,State_B,General,8.03,7.24,5.48,No,Single,No
Student_364,Female,1995-02-28,State_B,OBC,11.39,11.45,11.35,No,Single,No
Student_365,Male,1995-02-28,State_A,ST,9.12,7.37,7.49,No,Single,Yes
Student_366,Female,1995-02-28,State_C,General,10.39,12.91,9.73,Yes,Single,No
Student_367,Female,1995-02-28,State_B,General,9.06,6.46,6.49,No,Married,Yes
Student_368,Male,1995-02-28,State_B,SC,20.0,20.0,20.0,No,Single,No
Student_369,Male,1995-03-01,State_B,ST,6.44,5.99,6.84,No,Single,No
Student_370,Male,1995-03-01,State_C,General,14.05,12.65,16.66,No,Divorced,No
Student_371,Male,1995-03-01,State_A,SC,12.15,10.6,11.47,No,Divorced,No
Student_372,Female,1995-03-01,State_B,OBC,9.79,8.58,8.24,No,Married,No
Student_373,Female,1995-03-01,State_D,SC,3.71,1.77,0.0,No,Single,Yes
Student_374,Female,1995-03-01,State_A,General,9.77,5.88,5.22,No,Married,No
Student_375,Female,1995-03-02,State_C,ST,8.15,6.71,9.52,No,Divorced,No
Student_376,Female,1995-03-02,State_C,General,14.43,15.63,14.84,No,Married,No
Student_377,Male,1995-03-02,State_B,SC,11.69,10.67,10.53,No,Single,Yes
Student_378,Female,1995-03-02,State_D,General,12.03,8.91,7.15,No,Single,Yes
Student_379,Female,1995-03-02,State_A,General,13.46,10.57,11.12,No,Single,No
Student_380,Male,1995-03-02,State_B,General,15.71,14.57,15.62,No,Single,No
Student_381,Male,1995-03-03,State_A,SC,13.6,12.08,10.29,No,Married,No
Student_382,Female,1995-03-03,State_A,General,10.31,10.22,10.04,No,Single,Yes
Student_383,Other,1995-03-03,State_A,OBC,12.94,13.03,17.51,Yes,Single,No
Student_384,Male,1995-03-03,State_A,SC,11.17,15.74,14.13,Yes,Single,No
Student_385,Female,1995-03-03,State_A,General,11.74,11.33,15.38,No,Single,No
Student_386,Male,1995-03-03,State_A,OBC,7.92,4.82,7.72,Yes,Single,No
Student_387,Male,1995-03-04,State_A,General,6.44,9.49,5.17,No,Single,No
Student_388,Female,1995-03-04,State_B,General,1.44,3.8,0.83,No,Married,No
Student_389,Female,1995-03-04,State_C,General,11.75,5.93,4.11,No,Married,Yes
Student_390,Female,1995-03-04,State_B,SC,10.39,7.91,7.73,No,Married,No
Student_391,Female,1995-03-04,State_A,SC,9.06,7.88,6.82,Yes,Married,No
Student_392,Male,1995-03-04,State_D,OBC,9.95,11.13,11.32,No,Single,No
Student_393,Female,1995-03-04,State_A,OBC,15.43,17.8,17.56,No,Single,No
Student_394,Male,1995-03-05,State_C,General,15.07,13.42,15.82,No,Married,Yes
Student_395,Female,1995-03-05,State_B,OBC,5.6,8.15,7.43,No,Single,No
Student_396,Male,1995-03-05,State_A,General,6.66,7.4,7.11,No,Divorced,No
Student_397,Female,1995-03-05,State_B,General,7.99,8.51,9.0,No,Single,Yes
Student_398,Male,1995-03-05,State_A,OBC,14.23,15.19,17.1,No,Single,No
Student_399,Female,1995-03-05,State_C,OBC,16.28,16.57,17.05,No,Divorced,No
Student_400,Male,1995-03-06,State_D,OBC,10.15,7.43,8.41,No,Married,Yes
Student_401,Male,1995-03-06,State_A,General,10.01,10.09,10.35,No,Single,Yes
Student_402,Male,1995-03-06,State_C,OBC,9.36,8.7,7.98,No,Single,No
Student_403,Male,1995-03-06,State_C,General,11.51,14.53,13.52,No,Single,No
Student_404,Male,1995-03-06,State_A,SC,3.68,4.88,3.55,No,Married,No
Student_405,Male,1995-03-06,State_B,General,14.15,13.7,12.57,No,Single,No
Student_406,Male,1995-03-07,State_A,OBC,6.38,5.84,5.69,No,Single,No
Student_407,Male,1995-03-07,State_C,SC,15.81,15.1,11.41,No,Single,No
Student_408,Female,1995-03-07,State_C,General,11.02,9.26,8.61,No,Single,No
Student_409,Female,1995-03-07,State_A,OBC,11.31,11.33,11.39,Yes,Divorced,No
Student_410,Male,1995-03-07,State_A,General,13.61,9.24,11.18,No,Single,No
Student_411,Male,1995-03-07,State_C,General,10.69,12.68,14.22,No,Married,No
Student_412,Female,1995-03-08,State_C,General,2.79,0.0,0.56,No,Married,No
Student_413,Male,1995-03-08,State_D,General,5.37,4.01,3.8,No,Single,No
Student_414,Male,1995-03-08,State_C,SC,5.42,4.94,3.47,Yes,Divorced,No
Student_415,Male,1995-03-08,State_D,General,11.0,13.34,13.7,No,Married,No
Student_416,Male,1995-03-08,State_B,ST,14.29,15.9,15.45,No,Single,No
Student_417,Male,1995-03-08,State_C,General,8.24,9.38,11.1,No,Single,No
Student_418,Female,1995-03-09,State_D,SC,5.87,7.11,8.89,No,Single,No
Student_419,Male,1995-03-09,State_D,General,6.31,4.53,6.99,No,Single,Yes
Student_420,Male,1995-03-09,State_B,SC,8.67,9.17,9.24,No,Single,No
Student_421,Female,1995-03-09,State_B,OBC,9.57,8.17,8.13,No,Single,No
Student_422,Female,1995-03-09,State_A,OBC,13.29,15.42,13.65,No,Single,No
Student_423,Male,1995-03-09,State_C,General,9.7,11.72,11.46,No,Married,No
Student_424,Female,1995-03-09,State_B,SC,8.95,5.75,4.13,No,Single,Yes
Student_425,Female,1995-03-10,State_B,OBC,14.28,13.49,16.18,Yes,Single,No
Student_426,Male,1995-03-10,State_C,ST,13.8,10.06,7.66,No,Married,No
Student_427,Female,1995-03-10,State_B,General,9.97,9.85,9.94,Yes,Single,No
Student_428,Male,1995-03-10,State_B,SC,12.74,10.43,10.85,No,Single,No
Student_429,Other,1995-03-10,State_C,SC,10.67,15.18,14.35,Yes,Married,No
Student_430,Female,1995-03-10,State_D,General,6.96,10.8,8.22,No,Single,No
Student_431,Female,1995-03-11,State_A,OBC,13.12,9.56,6.2,Yes,Single,No
Student_432,Male,1995-03-11,State_A,OBC,8.46,7.76,6.56,Yes,Single,No
Student_433,Male,1995-03-11,State_D,General,7.88,7.08,6.76,No,Single,No
Student_434,Female,1995-03-11,State_D,General,9.47,8.53,10.14,Yes,Single,No
Student_435,Other,1995-03-11,State_C,SC,10.64,10.76,12.22,No,Single,No
Student_436,Male,1995-03-11,State_B,OBC,13.64,13.99,14.38,No,Married,No
Student_437,Male,1995-03-12,State_C,General,8.29,6.84,5.11,No,Married,No
Student_438,Male,1995-03-12,State_B,General,10.58,7.35,5.67,No,Divorced,No
Student_439,Female,1995-03-12,State_D,SC,8.64,11.55,11.17,Yes,Single,No
Student_440,Female,1995-03-12,State_C,General,10.92,11.93,12.3,No,Married,No
Student_441,Male,1995-03-12,State_A,General,11.43,10.63,9.6,No,Married,No
Student_442,Male,1995-03-12,State_A,SC,8.68,10.83,7.23,No,Married,No
Student_443,Female,1995-03-13,State_C,OBC,13.01,15.26,14.15,No,Single,No
Student_444,Male,1995-03-13,State_D,General,11.71,7.53,6.82,No,Single,No
Student_445,Female,1995-03-13,State_A,General,13.64,11.5,9.95,No,Single,No
Student_446,Male,1995-03-13,State_A,General,10.96,12.16,12.38,No,Married,No
Student_447,Male,1995-03-13,State_C,General,12.37,11.99,12.05,No,Single,No
Student_448,Male,1995-03-13,State_C,General,12.01,9.61,10.55,Yes,Single,No
Student_449,Female,1995-03-13,State_A,SC,4.94,9.53,6.44,Yes,Single,No
Student_450,Male,1995-03-14,State_C,OBC,6.16,7.38,7.53,Yes,Married,No
Student_451,Male,1995-03-14,State_D,SC,12.21,14.26,17.69,No,Married,No
Student_452,Female,1995-03-14,State_D,ST,6.73,10.36,6.36,No,Single,Yes
Student_453,Female,1995-03-14,State_B,OBC,12.44,14.15,11.73,No,Single,No
Student_454,Female,1995-03-14,State_B,ST,10.59,9.49,9.9,No,Married,No
Student_455,Female,1995-03-14,State_C,General,9.75,9.03,11.45,No,Married,Yes
Student_456,Male,1995-03-15,State_D,SC,10.94,12.17,10.7,No,Married,No
Student_457,Male,1995-03-15,State_A,OBC,10.97,12.39,13.19,No,Single,No
Student_458,Female,1995-03-15,State_B,OBC,3.22,5.88,3.4,No,Single,No
Student_459,Female,1995-03-15,State_B,General,5.92,5.98,3.77,No,Single,No
Student_460,Female,1995-03-15,State_B,General,7.76,5.13,7.3,No,Single,Yes
Student_461,Male,1995-03-15,State_D,ST,9.15,6.14,8.95,No,Married,No
Student_462,Female,1995-03-16,State_B,OBC,13.86,12.71,12.51,No,Single,No
Student_463,Male,1995-03-16,State_C,ST,9.14,6.11,3.09,No,Single,No
Student_464,Female,1995-03-16,State_A,General,13.5,14.14,12.98,No,Single,No
Student_465,Male,1995-03-16,State_A,OBC,4.9,3.75,1.16,No,Married,No
Student_466,Female,1995-03-16,State_D,General,8.11,10.82,10.47,No,Married,No
Student_467,Male,1995-03-16,State_D,ST,5.97,7.27,5.23,No,Married,No
Student_468,Male,1995-03-17,State_B,SC,11.22,8.2,7.2,No,Married,Yes
Student_469,Male,1995-03-17,State_A,ST,6.28,8.36,6.06,Yes,Single,No
Student_470,Female,1995-03-17,State_C,General,5.86,5.46,3.95,No,Single,No
Student_471,Male,1995-03-17,State_A,General,7.88,5.5,4.18,No,Single,No
Student_472,Male,1995-03-17,State_A,ST,3.95,1.89,1.9,No,Single,No
Student_473,Female,1995-03-17,State_B,General,11.77,9.08,10.64,No,Single,No
Student_474,Female,1995-03-18,State_B,OBC,10.58,7.9,8.15,No,Single,No
Student_475,Female,1995-03-18,State_C,ST,10.41,12.94,12.37,No,Single,No
Student_476,Male,1995-03-18,State_B,General,19.12,19.13,16.56,No,Divorced,No
Student_477,Male,1995-03-18,State_C,OBC,11.33,11.19,11.83,No,Single,No
Student_478,Male,1995-03-18,State_B,OBC,9.38,8.39,5.65,No,Single,No
Student_479,Female,1995-03-18,State_B,SC,11.69,11.58,10.76,No,Single,No
Student_480,Male,1995-03-18,State_C,SC,7.07,4.22,3.15,No,Single,Yes
Student_481,Female,1995-03-19,State_D,OBC,10.59,8.25,6.39,No,Married,No
Student_482,Female,1995-03-19,State_B,SC,15.06,16.09,15.46,No,Married,No
Student_483,Female,1995-03-19,State_D,General,13.83,11.51,12.78,Yes,Married,No
Student_484,Female,1995-03-19,State_C,OBC,12.0,9.04,10.85,No,Single,No
Student_485,Female,1995-03-19,State_C,OBC,13.96,9.57,7.02,No,Married,No
Student_486,Male,1995-03-19,State_B,SC,17.38,16.83,17.67,No,Single,No
Student_487,Female,1995-03-20,State_A,General,7.89,6.22,3.95,No,Single,No
Student_488,Female,1995-03-20,State_C,General,13.93,15.95,15.65,No,Single,No
Student_489,Male,1995-03-20,State_C,OBC,14.17,11.29,13.22,No,Divorced,No
Student_490,Other,1995-03-20,State_D,General,8.3,8.73,10.08,No,Single,No
Student_491,Female,1995-03-20,State_C,General,6.44,6.42,5.65,No,Single,Yes
Student_492,Male,1995-03-20,State_C,OBC,10.08,9.96,11.46,No,Married,No
Student_493,Female,1995-03-21,State_B,General,11.46,12.04,10.11,No,Married,No
Student_494,Male,1995-03-21,State_D,OBC,13.04,12.73,11.46,No,Single,No
Student_495,Male,1995-03-21,State_C,ST,5.29,4.18,3.26,No,Single,No
Student_496,Male,1995-03-21,State_D,ST,5.43,8.85,6.84,Yes,Single,Yes
Student_497,Male,1995-03-21,State_B,General,16.96,16.91,15.67,No,Single,No
Student_498,Female,1995-03-21,State_D,General,2.55,1.17,0.0,Yes,Single,No
Student_499,Female,1995-03-22,State_A,ST,9.9,3.35,2.56,No,Single,No
Student_500,Female,1995-03-22,State_B,General,8.93,5.86,4.32,No,Single,No
Student_501,Female,1995-03-22,State_D,SC,7.47,8.6,7.12,No,Single,Yes
Student_502,Male,1995-03-22,State_A,ST,10.49,11.14,10.38,No,Single,No
Student_503,Male,1995-03-22,State_D,ST,10.15,8.19,6.41,No,Single,No
Student_504,Male,1995-03-22,State_C,OBC,4.85,5.4,4.9,Yes,Single,No
Student_505,Male,1995-03-22,State_D,OBC,10.49,13.2,15.43,No,Single,No
Student_506,Female,1995-03-23,State_D,OBC,13.6,10.71,9.75,No,Single,No
Student_507,Female,1995-03-23,State_A,General,17.02,13.47,13.71,No,Married,No
Student_508,Female,1995-03-23,State_A,General,8.44,9.48,7.59,No,Single,No
Student_509,Male,1995-03-23,State_A,General,14.32,10.38,11.9,No,Married,No
Student_510,Female,1995-03-23,State_D,General,5.13,6.11,3.51,No,Single,No
Student_511,Male,1995-03-23,State_B,General,8.23,9.7,11.72,No,Married,No
Student_512,Female,1995-03-24,State_A,General,10.03,12.72,10.77,No,Married,No
Student_513,Male,1995-03-24,State_C,OBC,8.14,9.9,8.1,No,Single,No
Student_514,Female,1995-03-24,State_D,ST,20.0,19.46,20.0,No,Single,No
Student_515,Female,1995-03-24,State_D,OBC,5.05,5.2,3.2,No,Single,Yes
Student_516,Female,1995-03-24,State_C,General,8.28,8.61,9.48,No,Single,No
Student_517,Male,1995-03-24,State_B,ST,10.23,8.15,5.74,No,Single,No
Student_518,Male,1995-03-25,State_C,General,9.97,12.15,11.8,No,Single,No
Student_519,Male,1995-03-25,State_D,OBC,12.48,10.7,11.5,No,Single,No
Student_520,Male,1995-03-25,State_B,OBC,15.23,14.04,12.36,No,Single,No
Student_521,Female,1995-03-25,State_B,General,8.91,13.02,10.08,No,Single,Yes
Student_522,Male,1995-03-25,State_D,SC,9.14,7.84,5.62,No,Single,No
Student_523,Male,1995-03-25,State_A,General,10.73,12.01,8.85,No,Single,No
Student_524,Female,1995-03-26,State_A,OBC,13.03,13.91,11.36,No,Divorced,No
Student_525,Female,1995-03-26,State_A,General,8.39,9.06,10.7,Yes,Married,No
Student_526,Male,1995-03-26,State_C,General,9.33,9.56,12.76,No,Married,No
Student_527,Male,1995-03-26,State_C,OBC,12.1,13.11,14.59,No,Single,No
Student_528,Male,1995-03-26,State_A,General,6.11,6.37,6.36,No,Single,No
Student_529,Male,1995-03-26,State_B,General,10.64,9.06,7.91,Yes,Single,No
Student_530,Female,1995-03-27,State_A,General,10.93,11.88,12.92,Yes,Married,No
Student_531,Female,1995-03-27,State_A,General,10.35,13.89,18.32,No,Single,No
Student_532,Female,1995-03-27,State_C,OBC,4.56,8.14,8.28,No,Married,Yes
Student_533,Male,1995-03-27,State_D,OBC,11.85,8.65,5.62,No,Single,No
Student_534,Female,1995-03-27,State_A,OBC,13.44,12.03,14.51,No,Divorced,No
Student_535,Male,1995-03-27,State_B,General,11.56,13.43,13.85,Yes,Single,No
Student_536,Male,1995-03-27,State_C,General,14.64,12.64,15.32,No,Single,No
Student_537,Male,1995-03-28,State_A,SC,9.47,9.79,9.1,Yes,Single,No
Student_538,Female,1995-03-28,State_A,SC,16.76,16.56,16.44,Yes,Married,No
Student_539,Female,1995-03-28,State_D,General,15.91,11.42,8.17,Yes,Married,No
Student_540,Female,1995-03-28,State_B,OBC,13.08,12.31,14.75,No,Single,No
Student_541,Male,1995-03-28,State_C,OBC,9.02,9.27,11.8,Yes,Married,Yes
Student_542,Female,1995-03-28,State_C,OBC,15.92,12.31,12.04,No,Married,No
Student_543,Female,1995-03-29,State_B,General,14.02,12.41,11.16,No,Single,Yes
Student_544,Female,1995-03-29,State_C,OBC,8.64,8.47,5.73,No,Divorced,No
Student_545,Male,1995-03-29,State_D,OBC,14.09,13.48,12.09,Yes,Single,No
Student_546,Female,1995-03-29,State_B,SC,11.01,11.67,13.38,No,Single,No
Student_547,Female,1995-03-29,State_B,SC,3.29,3.08,2.34,No,Married,No
Student_548,Female,1995-03-29,State_C,General,6.76,5.14,4.45,No,Married,No
Student_549,Female,1995-03-30,State_B,ST,14.6,14.8,14.62,Yes,Single,No
Student_550,Male,1995-03-30,State_A,General,10.68,4.78,6.11,No,Single,No
Student_551,Male,1995-03-30,State_D,OBC,9.7,8.45,7.61,No,Single,No
Student_552,Female,1995-03-30,State_A,General,12.3,12.31,11.51,No,Single,No
Student_553,Female,1995-03-30,State_A,OBC,11.75,11.19,7.86,No,Single,Yes
Student_554,Female,1995-03-30,State_C,SC,9.23,6.82,3.98,No,Married,No
Student_555,Male,1995-03-31,State_A,SC,17.01,17.13,20.0,No,Single,No
Student_556,Other,1995-03-31,State_A,General,9.41,11.17,11.28,No,Single,Yes
Student_557,Male,1995-03-31,State_C,OBC,9.03,7.94,6.02,No,Single,No
Student_558,Female,1995-03-31,State_B,General,11.08,12.88,11.99,No,Single,No
Student_559,Male,1995-03-31,State_B,General,6.15,3.64,4.16,No,Single,No
Student_560,Male,1995-03-31,State_B,SC,7.51,5.69,2.45,No,Single,No
Student_561,Male,1995-03-31,State_B,General,9.27,10.1,8.21,No,Single,No
Student_562,Female,1995-04-01,State_A,OBC,8.85,8.28,10.74,No,Single,No
Student_563,Male,1995-04-01,State_B,OBC,12.7,12.15,12.42,No,Single,No
Student_564,Male,1995-04-01,State_B,OBC,12.28,12.17,10.75,No,Married,No
Student_565,Female,1995-04-01,State_B,SC,6.53,7.28,7.96,No,Single,No
Student_566,Female,1995-04-01,State_B,OBC,3.44,4.2,2.48,Yes,Single,No
Student_567,Female,1995-04-01,State_B,SC,9.76,8.53,8.13,No,Single,No
Student_568,Male,1995-04-02,State_D,ST,10.78,7.94,8.15,No,Single,No
Student_569,Male,1995-04-02,State_B,General,9.64,8.55,9.17,No,Married,No
Student_570,Male,1995-04-02,State_B,General,4.61,4.72,1.64,No,Married,Yes
Student_571,Male,1995-04-02,State_A,General,6.49,8.74,4.56,No,Single,No
Student_572,Male,1995-04-02,State_B,General,7.6,7.66,7.15,No,Single,No
Student_573,Female,1995-04-02,State_C,OBC,10.48,8.85,9.1,No,Single,No
Student_574,Male,1995-04-03,State_B,ST,12.8,12.59,11.71,No,Single,No
Student_575,Male,1995-04-03,State_D,SC,9.12,8.98,6.07,No,Married,No
Student_576,Female,1995-04-03,State_A,ST,7.28,5.94,6.53,No,Married,No
Student_577,Male,1995-04-03,State_B,OBC,12.2,9.78,6.84,No,Divorced,No
Student_578,Female,1995-04-03,State_C,General,11.8,12.27,11.84,Yes,Single,No
Student_579,Female,1995-04-03,State_A,General,5.86,8.64,7.97,Yes,Single,No
Student_580,Male,1995-04-04,State_D,SC,16.14,13.06,15.05,Yes,Single,Yes
Student_581,Male,1995-04-04,State_D,OBC,11.02,11.01,11.09,No,Single,No
Student_582,Male,1995-04-04,State_C,OBC,6.27,6.16,6.3,No,Married,No
Student_583,Female,1995-04-04,State_A,OBC,8.75,7.04,5.68,No,Single,Yes
Student_584,Female,1995-04-04,State_D,ST,4.54,6.14,9.01,No,Married,No
Student_585,Male,1995-04-04,State_D,OBC,10.61,12.41,15.41,No,Married,Yes
Student_586,Female,1995-04-05,State_A,SC,7.02,4.79,4.92,No,Single,No
Student_587,Male,1995-04-05,State_C,General,8.57,3.42,2.74,Yes,Single,No
Student_588,Female,1995-04-05,State_B,OBC,8.09,9.54,6.27,Yes,Married,Yes
Student_589,Female,1995-04-05,State_D,SC,11.45,9.45,13.41,No,Single,No
Student_590,Female,1995-04-05,State_D,SC,11.84,10.84,11.35,No,Single,No
Student_591,Male,1995-04-05,State_D,OBC,12.81,11.32,8.23,Yes,Single,No
Student_592,Female,1995-04-05,State_D,SC,8.75,11.18,9.66,No,Single,No
Student_593,Female,1995-04-06,State_A,General,12.51,13.34,12.97,No,Single,No
Student_594,Female,1995-04-06,State_C,SC,11.04,13.16,14.86,No,Married,No
Student_595,Female,1995-04-06,State_C,SC,16.49,16.18,16.38,No,Single,No
Student_596,Male,1995-04-06,State_B,SC,14.54,16.69,16.84,No,Single,No
Student_597,Male,1995-04-06,State_A,OBC,10.96,11.48,6.75,No,Divorced,Yes
Student_598,Female,1995-04-06,State_D,General,10.64,9.64,10.4,No,Married,No
Student_599,Female,1995-04-07,State_B,SC,9.11,10.16,10.07,No,Married,No
Student_600,Female,1995-04-07,State_C,General,14.77,13.7,12.89,No,Divorced,No
Student_601,Male,1995-04-07,State_A,ST,4.82,4.47,1.69,No,Single,No
Student_602,Female,1995-04-07,State_D,OBC,12.32,17.53,18.18,No,Single,Yes
Student_603,Male,1995-04-07,State_C,General,10.11,11.3,7.95,No,Single,Yes
Student_604,Female,1995-04-07,State_D,General,7.63,7.27,7.0,Yes,Married,No
Student_605,Male,1995-04-08,State_B,OBC,7.17,5.2,2.23,Yes,Single,No
Student_606,Male,1995-04-08,State_B,ST,10.35,14.41,16.18,No,Single,No
Student_607,Male,1995-04-08,State_C,General,10.15,11.5,12.28,Yes,Single,No
Student_608,Male,1995-04-08,State_C,General,10.09,11.03,9.99,No,Single,No
Student_609,Female,1995-04-08,State_D,OBC,10.53,11.18,8.7,No,Single,No
Student_610,Male,1995-04-08,State_A,OBC,6.55,5.55,4.26,No,Married,No
Student_611,Male,1995-04-09,State_B,SC,9.51,7.25,7.5,No,Single,No
Student_612,Male,1995-04-09,State_B,SC,9.38,9.26,9.93,Yes,Divorced,No
Student_613,Male,1995-04-09,State_B,OBC,14.47,14.91,15.38,No,Married,No
Student_614,Female,1995-04-09,State_C,General,10.55,13.25,10.56,No,Single,No
Student_615,Female,1995-04-09,State_C,OBC,12.75,12.56,12.84,No,Single,No
Student_616,Male,1995-04-09,State_D,General,15.33,15.4,13.3,No,Single,Yes
Student_617,Male,1995-04-09,State_D,General,8.3,7.85,5.37,Yes,Single,No
Student_618,Female,1995-04-10,State_D,OBC,4.36,3.25,4.18,Yes,Single,No
Student_619,Male,1995-04-10,State_B,OBC,7.6,5.68,7.32,Yes,Married,No
Student_620,Male,1995-04-10,State_C,SC,12.16,11.4,11.37,No,Single,No
Student_621,Female,1995-04-10,State_C,General,12.76,10.53,10.59,No,Married,No
Student_622,Female,1995-04-10,State_D,ST,17.2,18.79,16.07,No,Single,No
Student_623,Male,1995-04-10,State_C,OBC,8.87,8.11,4.17,No,Single,Yes
Student_624,Male,1995-04-11,State_A,SC,10.55,12.29,13.25,No,Single,No
Student_625,Female,1995-04-11,State_A,OBC,13.46,10.66,11.65,No,Single,No
